Cases_CaseNumber,Products_ProductID,Products_Department,CaseTasks_Department
449927,CRNBRUX,C&B,CAD Mill crown/coping
449927,CRNBRUX,C&B,Brux Porcelain
449927,CRNBRUX,C&B,FIXED MODELS
449927,CRNBRUX,C&B,C&B
449927,CRNBRUX,C&B,Invoice and Ship
449927,CRNBRUX,C&B,Die Trim
449927,CRNBRUX,C&B,Outsource Design full contour
449927,CRNBRUX,C&B,FIXED QC
449927,CRNBRUX,C&B,Scan for crowns
449927,INFCONT,MISC,CAD Mill crown/coping
449927,CRNBRUX,C&B,SCHEDULING
449927,INFCONT,MISC,Die Trim
449927,CRNBRUX,C&B,Sinter
449927,INFCONT,MISC,FIXED MODELS
449927,CRNBRUX,C&B,Stain & Glaze
449927,INFCONT,MISC,Invoice and Ship
449927,INFCONT,MISC,Brux Porcelain
449927,INFCONT,MISC,Outsource Design full contour
449927,INFCONT,MISC,C&B
449927,INFCONT,MISC,Scan for crowns
449927,INFCONT,MISC,FIXED QC
449927,INFCONT,MISC,SCHEDULING
449927,INFCONT,MISC,Sinter
449927,INFCONT,MISC,Stain & Glaze
447703,DIGBRUXCRN,C&B,
450240,CRNBRUX,C&B,FIXED MODELS
450240,CRNBRUX,C&B,Brux Porcelain
450240,CRNBRUX,C&B,Invoice and Ship
450240,CRNBRUX,C&B,C&B
450240,CRNBRUX,C&B,Outsource Design full contour
450240,CRNBRUX,C&B,CAD Mill crown/coping
450240,CRNBRUX,C&B,Stain & Glaze
450240,CRNBRUX,C&B,Die Trim
450240,INFCONT,MISC,C&B
450240,CRNBRUX,C&B,FIXED QC
450240,INFCONT,MISC,FIXED MODELS
450240,CRNBRUX,C&B,Scan for crowns
450240,INFCONT,MISC,FIXED QC
450240,CRNBRUX,C&B,SCHEDULING
450240,INFCONT,MISC,Outsource Design full contour
450240,CRNBRUX,C&B,Sinter
450240,INFCONT,MISC,Sinter
450240,INFCONT,MISC,Brux Porcelain
450240,INFCONT,MISC,CAD Mill crown/coping
450240,INFCONT,MISC,Die Trim
450240,INFCONT,MISC,Invoice and Ship
450240,INFCONT,MISC,Scan for crowns
450240,INFCONT,MISC,SCHEDULING
450240,INFCONT,MISC,Stain & Glaze
450254,CONELOGSR,IMPLANTS,CAD DESIGN
450254,CONELOGSR,IMPLANTS,BUSOFF
450254,CONELOGSR,IMPLANTS,Fixed QC
450254,CONELOGSR,IMPLANTS,C&B
450254,CONELOGSR,IMPLANTS,Impl Eval/Set TA
450254,CONELOGSR,IMPLANTS,Design abutment
450254,CONELOGSR,IMPLANTS,Outsource Impl/Abutment
450254,CONELOGSR,IMPLANTS,FIXED MODELS
450254,CONELOGSR,IMPLANTS,SINTER
450254,CONELOGSR,IMPLANTS,Impl. Abut. QC
450254,CONELOGSR,IMPLANTS,STAINGLZ
450254,CONELOGSR,IMPLANTS,Scan Abutments
450254,CONELOGSR,IMPLANTS,Tissue Trim
450254,CONELOGSR,IMPLANTS,SCHEDULING
450254,DIGANALOG,IMPLANT PT,BUSOFF
450254,DIGANALOG,IMPLANT PT,Design abutment
450254,DIGANALOG,IMPLANT PT,C&B
450254,DIGANALOG,IMPLANT PT,Fixed QC
450254,DIGANALOG,IMPLANT PT,CAD DESIGN
450254,DIGANALOG,IMPLANT PT,Outsource Impl/Abutment
450254,DIGANALOG,IMPLANT PT,FIXED MODELS
450254,DIGANALOG,IMPLANT PT,Scan Abutments
450254,DIGANALOG,IMPLANT PT,Impl Eval/Set TA
450254,DIGANALOG,IMPLANT PT,SCHEDULING
450254,DIGANALOG,IMPLANT PT,Impl. Abut. QC
450254,DIGANALOG,IMPLANT PT,SINTER
450254,DIGANALOG,IMPLANT PT,Tissue Trim
450254,DIGANALOG,IMPLANT PT,STAINGLZ
450254,DIGLAYCRN,C&B,CAD DESIGN
450254,DIGLAYCRN,C&B,BUSOFF
450254,DIGLAYCRN,C&B,FIXED MODELS
450254,DIGLAYCRN,C&B,C&B
450254,DIGLAYCRN,C&B,Fixed QC
450254,DIGLAYCRN,C&B,Design abutment
450254,DIGLAYCRN,C&B,Impl. Abut. QC
450254,DIGLAYCRN,C&B,Impl Eval/Set TA
450254,DIGLAYCRN,C&B,Outsource Impl/Abutment
450254,DIGLAYCRN,C&B,Tissue Trim
450254,DIGLAYCRN,C&B,Scan Abutments
450254,DIGLAYCRN,C&B,SCHEDULING
450254,DIGLAYCRN,C&B,SINTER
450254,DIGLAYCRN,C&B,STAINGLZ
450377,DENREPCOM,Removables,BUSOFF
450377,DENREPCOM,Removables,REMQC
450377,DENREPCOM,Removables,Removables
450377,DENREPCOM,Removables,SCHEDULING
450377,DTMONDA1,Removables,BUSOFF
450377,DTMONDA1,Removables,Removables
450377,DTMONDA1,Removables,REMQC
450377,DTMONDA1,Removables,SCHEDULING
450326,CRA,SPLINTS,Dup Model
450326,CRA,SPLINTS,Process CRA
450326,CRA,SPLINTS,Finish CRA
450326,CRA,SPLINTS,SPLINTS
450326,CRA,SPLINTS,Invoice and Ship
450326,INFCONT,MISC,Process CRA
450326,CRA,SPLINTS,Rem Model
450326,INFCONT,MISC,Rem Model
450326,CRA,SPLINTS,SCHEDULING
450326,INFCONT,MISC,SPLINTS
450326,CRA,SPLINTS,Splint QC
450326,CRA,SPLINTS,Wax CRA
450326,INFCONT,MISC,Dup Model
450326,INFCONT,MISC,Finish CRA
450326,INFCONT,MISC,Invoice and Ship
450326,INFCONT,MISC,SCHEDULING
450326,INFCONT,MISC,Splint QC
450326,INFCONT,MISC,Wax CRA
448825,CRNBRUX,C&B,C&B
448825,CRNBRUX,C&B,Brux Porcelain
448825,CRNBRUX,C&B,CAD Mill crown/coping
448825,CRNBRUX,C&B,Die Trim
448825,CRNBRUX,C&B,FIXED MODELS
448825,CRNBRUX,C&B,FIXED QC
448825,CRNBRUX,C&B,Invoice and Ship
448825,CRNBRUX,C&B,Scan for crowns
448825,CRNBRUX,C&B,Outsource Design full contour
448825,CRNBRUX,C&B,Sinter
448825,CRNBRUX,C&B,SCHEDULING
448825,CRNBRUX,C&B,Stain & Glaze
450422,CRNCS,C&B,Brux Porcelain
450422,CRNCS,C&B,CAD Mill crown/coping
450422,CRNCS,C&B,C&B
450422,CRNCS,C&B,CUSTSHADE
450422,CRNCS,C&B,Die Trim
450422,CRNCS,C&B,FIXED MODELS
450422,CRNCS,C&B,Fixed QC
450422,CRNCS,C&B,Invoice and Ship
450422,CRNEZZ,C&B,Brux Porcelain
450422,CRNCS,C&B,Outsource Design full contour
450422,CRNEZZ,C&B,CAD Mill crown/coping
450422,CRNCS,C&B,PORCELAIN
450422,CRNEZZ,C&B,Die Trim
450422,CRNCS,C&B,Scan for crowns
450422,CRNEZZ,C&B,Fixed QC
450422,CRNCS,C&B,SCHEDULING
450422,INFCONT,MISC,C&B
450422,CRNCS,C&B,Sinter
450422,INFCONT,MISC,CAD Mill crown/coping
450422,CRNCS,C&B,Stain & Glaze
450422,INFCONT,MISC,Die Trim
450422,CRNEZZ,C&B,C&B
450422,INFCONT,MISC,FIXED MODELS
450422,CRNEZZ,C&B,CUSTSHADE
450422,INFCONT,MISC,Invoice and Ship
450422,CRNEZZ,C&B,FIXED MODELS
450422,INFCONT,MISC,Outsource Design full contour
450422,CRNEZZ,C&B,Invoice and Ship
450422,INFCONT,MISC,SCHEDULING
450422,CRNEZZ,C&B,Outsource Design full contour
450422,CRNEZZ,C&B,PORCELAIN
450422,CRNEZZ,C&B,Scan for crowns
450422,CRNEZZ,C&B,SCHEDULING
450422,CRNEZZ,C&B,Sinter
450422,CRNEZZ,C&B,Stain & Glaze
450422,INFCONT,MISC,Brux Porcelain
450422,INFCONT,MISC,CUSTSHADE
450422,INFCONT,MISC,Fixed QC
450422,INFCONT,MISC,PORCELAIN
450422,INFCONT,MISC,Scan for crowns
450422,INFCONT,MISC,Sinter
450422,INFCONT,MISC,Stain & Glaze
450079,CRA,SPLINTS,Dup Model
450079,CRA,SPLINTS,Invoice and Ship
450079,CRA,SPLINTS,Finish CRA
450079,CRA,SPLINTS,Rem Model
450079,CRA,SPLINTS,Process CRA
450079,CRA,SPLINTS,SCHEDULING
450079,CRA,SPLINTS,SPLINTS
450079,CRA,SPLINTS,Splint QC
450079,DELIVERY,DELIVERY,Dup Model
450079,CRA,SPLINTS,Wax CRA
450079,DELIVERY,DELIVERY,Invoice and Ship
450079,DELIVERY,DELIVERY,Finish CRA
450079,DELIVERY,DELIVERY,Rem Model
450079,DELIVERY,DELIVERY,Process CRA
450079,DELIVERY,DELIVERY,SPLINTS
450079,DELIVERY,DELIVERY,SCHEDULING
450079,INFCONT,MISC,Finish CRA
450079,DELIVERY,DELIVERY,Splint QC
450079,INFCONT,MISC,Invoice and Ship
450079,DELIVERY,DELIVERY,Wax CRA
450079,INFCONT,MISC,Rem Model
450079,INFCONT,MISC,Dup Model
450079,INFCONT,MISC,Splint QC
450079,INFCONT,MISC,Process CRA
450079,INFCONT,MISC,SPLINTS
450079,INFCONT,MISC,SCHEDULING
450079,INFCONT,MISC,Wax CRA
450018,DENAO4TMP,CHAIRSIDE SERVICES,Finish AOF temp and Bite index
450018,DENAO4TMP,CHAIRSIDE SERVICES,BUSOFF
450018,DENAO4TMP,CHAIRSIDE SERVICES,Finish Duplicate Denture w/ Ba
450018,DENAO4TMP,CHAIRSIDE SERVICES,CHAIRSIDE SERVICES
450018,DENAO4TMP,CHAIRSIDE SERVICES,Process Duplicate Denture
450018,DENAO4TMP,CHAIRSIDE SERVICES,Dup Model
450018,DENAO4TMP,CHAIRSIDE SERVICES,Rem Model
450018,DENAO4TMP,CHAIRSIDE SERVICES,Process Denture
450018,DENAO4TMP,CHAIRSIDE SERVICES,Removables
450018,DENAO4TMP,CHAIRSIDE SERVICES,Removable Articulation
450018,DENDRCALLR,Removables,BUSOFF
450018,DENAO4TMP,CHAIRSIDE SERVICES,Removable QC
450018,DENDRCALLR,Removables,CHAIRSIDE SERVICES
450018,DENAO4TMP,CHAIRSIDE SERVICES,SCHEDULING
450018,DENDRCALLR,Removables,Dup Model
450018,DENAO4TMP,CHAIRSIDE SERVICES,Set AOF Immediate
450018,DENDRCALLR,Removables,Process Denture
450018,DENDRCALLR,Removables,Finish AOF temp and Bite index
450018,DENDRCALLR,Removables,Process Duplicate Denture
450018,DENDRCALLR,Removables,Finish Duplicate Denture w/ Ba
450018,DENDRCALLR,Removables,Removable Articulation
450018,DENDRCALLR,Removables,Rem Model
450018,DENDRCALLR,Removables,Removable QC
450018,DENDRCALLR,Removables,Removables
450018,DENDRCALLR,Removables,SCHEDULING
450018,INFCONT,MISC,Finish AOF temp and Bite index
450018,DENDRCALLR,Removables,Set AOF Immediate
450018,INFCONT,MISC,Finish Duplicate Denture w/ Ba
450018,INFCONT,MISC,BUSOFF
450018,INFCONT,MISC,Rem Model
450018,INFCONT,MISC,CHAIRSIDE SERVICES
450018,INFCONT,MISC,Removables
450018,INFCONT,MISC,Dup Model
450018,INFCONT,MISC,Process Denture
450018,INFCONT,MISC,Process Duplicate Denture
450018,INFCONT,MISC,Removable Articulation
450018,INFCONT,MISC,Removable QC
450018,INFCONT,MISC,SCHEDULING
450018,INFCONT,MISC,Set AOF Immediate
450291,DIGBRUXCRN,C&B,BUILD MODEL
450291,DIGBRUXCRN,C&B,BUSOFF
450291,DIGBRUXCRN,C&B,FIXED QC
450291,DIGBRUXCRN,C&B,C&B
450291,DIGBRUXCRN,C&B,PRINT STUDY MODELS
450291,DIGBRUXCRN,C&B,CAD DESIGN
450291,DIGMODCADFIX,C&B,BUILD MODEL
450291,DIGBRUXCRN,C&B,FIXED MODELS
450291,DIGMODCADFIX,C&B,CAD DESIGN
450291,DIGBRUXCRN,C&B,SCHEDULING
450291,DIGMODCADFIX,C&B,FIXED MODELS
450291,DIGBRUXCRN,C&B,SINTER
450291,DIGMODCADFIX,C&B,PRINT STUDY MODELS
450291,DIGBRUXCRN,C&B,STAINGLZ
450291,DIGMODCADFIX,C&B,SINTER
450291,DIGMODCADFIX,C&B,BUSOFF
450291,DIGMODCADFIX,C&B,C&B
450291,DIGMODCADFIX,C&B,FIXED QC
450291,DIGMODCADFIX,C&B,SCHEDULING
450291,DIGMODCADFIX,C&B,STAINGLZ
450234,CRNEZZ,C&B,Brux Porcelain
450234,CRNEZZ,C&B,C&B
450234,CRNEZZ,C&B,Fixed QC
450234,CRNEZZ,C&B,CAD Mill crown/coping
450234,CRNEZZ,C&B,Invoice and Ship
450234,CRNEZZ,C&B,Die Trim
450234,CRNEZZ,C&B,Scan for crowns
450234,CRNEZZ,C&B,FIXED MODELS
450234,CRNEZZ,C&B,SCHEDULING
450234,CRNEZZ,C&B,Outsource Design full contour
450234,CRNEZZ,C&B,Sinter
450234,DELIVERY,DELIVERY,Brux Porcelain
450234,CRNEZZ,C&B,Stain & Glaze
450234,DELIVERY,DELIVERY,CAD Mill crown/coping
450234,DELIVERY,DELIVERY,C&B
450234,DELIVERY,DELIVERY,Die Trim
450234,DELIVERY,DELIVERY,FIXED MODELS
450234,DELIVERY,DELIVERY,Fixed QC
450234,DELIVERY,DELIVERY,Invoice and Ship
450234,DELIVERY,DELIVERY,Outsource Design full contour
450234,DELIVERY,DELIVERY,Scan for crowns
450234,DELIVERY,DELIVERY,SCHEDULING
450234,DELIVERY,DELIVERY,Sinter
450234,INFCONT,MISC,C&B
450234,DELIVERY,DELIVERY,Stain & Glaze
450234,INFCONT,MISC,CAD Mill crown/coping
450234,INFCONT,MISC,Brux Porcelain
450234,INFCONT,MISC,FIXED MODELS
450234,INFCONT,MISC,Die Trim
450234,INFCONT,MISC,Fixed QC
450234,INFCONT,MISC,Invoice and Ship
450234,INFCONT,MISC,Outsource Design full contour
450234,INFCONT,MISC,Sinter
450234,INFCONT,MISC,Scan for crowns
450234,INFCONT,MISC,Stain & Glaze
450234,INFCONT,MISC,SCHEDULING
450361,DIGBRUXCRN,C&B,BUSOFF
450361,IMPSCRDES,IMPLANTS,BUSOFF
450361,DIGBRUXCRN,C&B,C&B
450361,IMPSCRDES,IMPLANTS,C&B
450361,DIGBRUXCRN,C&B,CAD DESIGN
450361,IMPSCRDES,IMPLANTS,CEMENT
450361,DIGBRUXCRN,C&B,CEMENT
450361,IMPSCRDES,IMPLANTS,FIXED QC
450361,DIGBRUXCRN,C&B,FIXED QC
450361,IMPSCRDES,IMPLANTS,SCHEDULING
450361,DIGBRUXCRN,C&B,SCHEDULING
450361,IMPSCRDES,IMPLANTS,STAINGLZ
450361,DIGBRUXCRN,C&B,SINTER
450361,DIGBRUXCRN,C&B,STAINGLZ
450361,IMPSCRDES,IMPLANTS,CAD DESIGN
450361,IMPSCRDES,IMPLANTS,SINTER
449355,CRAHSC,SPLINTS,FIXED QC
449355,CRAHSC,SPLINTS,BUSOFF
449355,CRNPFMB,C&B,BUSOFF
449355,CRAHSC,SPLINTS,C&B
449355,CRNPFMB,C&B,C&B
449355,CRAHSC,SPLINTS,CAD DESIGN
449355,CRNPFMB,C&B,CAD SCANNING
449355,CRAHSC,SPLINTS,CAD SCANNING
449355,CRNPFMB,C&B,DIETRIM
449355,CRAHSC,SPLINTS,DIETRIM
449355,CRNPFMB,C&B,FINISHING
449355,CRAHSC,SPLINTS,FINISHING
449355,CRNPFMB,C&B,FIXED QC
449355,CRAHSC,SPLINTS,OPAQUE
449355,CRNPFMB,C&B,SCHEDULING
449355,CRAHSC,SPLINTS,PORCELAIN
449355,DIGMODCADREM,Removables,BUSOFF
449355,CRAHSC,SPLINTS,PRINTING
449355,DIGMODCADREM,Removables,C&B
449355,CRAHSC,SPLINTS,Removables
449355,DIGMODCADREM,Removables,CAD SCANNING
449355,CRAHSC,SPLINTS,SCHEDULING
449355,DIGMODCADREM,Removables,DIETRIM
449355,CRAHSC,SPLINTS,SPLINTS
449355,DIGMODCADREM,Removables,FINISHING
449355,CRNPFMB,C&B,CAD DESIGN
449355,DIGMODCADREM,Removables,FIXED QC
449355,CRNPFMB,C&B,OPAQUE
449355,DIGMODCADREM,Removables,PRINTING
449355,CRNPFMB,C&B,PORCELAIN
449355,DIGMODCADREM,Removables,SCHEDULING
449355,CRNPFMB,C&B,PRINTING
449355,CRNPFMB,C&B,Removables
449355,CRNPFMB,C&B,SPLINTS
449355,DIGMODCADREM,Removables,CAD DESIGN
449355,DIGMODCADREM,Removables,OPAQUE
449355,DIGMODCADREM,Removables,PORCELAIN
449355,DIGMODCADREM,Removables,Removables
449355,DIGMODCADREM,Removables,SPLINTS
441940,DIGEZZCRN,C&B,Brux Porcelain
441940,DIGEZZCRN,C&B,FIXED MODELS
441940,DIGEZZCRN,C&B,CAD Mill crown/coping
441940,DIGEZZCRN,C&B,Invoice and Ship
441940,DIGEZZCRN,C&B,Fixed QC
441940,DIGEZZCRN,C&B,Outsource Design full contour
441940,DIGEZZCRN,C&B,SCHEDULING
441940,DIGEZZCRN,C&B,Stain & Glaze
441940,DIGEZZCRN,C&B,Sinter
450387,DIGEZZCRN,C&B,Brux Porcelain
450387,DIGEZZCRN,C&B,FIXED MODELS
450387,DIGEZZCRN,C&B,CAD Mill crown/coping
450387,DIGEZZCRN,C&B,Outsource Design full contour
450387,DIGEZZCRN,C&B,Fixed QC
450387,DIGEZZCRN,C&B,Invoice and Ship
450387,DIGEZZCRN,C&B,SCHEDULING
450387,DIGEZZCRN,C&B,Sinter
450387,DIGEZZCRN,C&B,Stain & Glaze
449802,,,
450391,CRNBRUX,C&B,C&B
450391,CRNBRUX,C&B,Brux Porcelain
450391,CRNBRUX,C&B,CAD Mill crown/coping
450391,CRNBRUX,C&B,Die Trim
450391,CRNBRUX,C&B,FIXED MODELS
450391,CRNBRUX,C&B,Invoice and Ship
450391,CRNBRUX,C&B,FIXED QC
450391,CRNBRUX,C&B,Polish
450391,CRNBRUX,C&B,Outsource Design full contour
450391,CRNBRUX,C&B,Porcelain Adjust/Add On
450391,CRNBRUX,C&B,Scan for crowns
450391,CRNBRUX,C&B,Sinter
450391,CRNBRUX,C&B,SCHEDULING
450391,CRNBRUX,C&B,Stain & Glaze
450391,CRNPORREST,C&B,Brux Porcelain
450391,CRNPORREST,C&B,C&B
450391,CRNPORREST,C&B,CAD Mill crown/coping
450391,CRNPORREST,C&B,FIXED QC
450391,CRNPORREST,C&B,Die Trim
450391,CRNPORREST,C&B,Outsource Design full contour
450391,CRNPORREST,C&B,FIXED MODELS
450391,CRNPORREST,C&B,Porcelain Adjust/Add On
450391,CRNPORREST,C&B,Invoice and Ship
450391,CRNPORREST,C&B,Sinter
450391,CRNPORREST,C&B,Polish
450391,INFCONT,MISC,C&B
450391,CRNPORREST,C&B,Scan for crowns
450391,INFCONT,MISC,CAD Mill crown/coping
450391,CRNPORREST,C&B,SCHEDULING
450391,INFCONT,MISC,FIXED MODELS
450391,CRNPORREST,C&B,Stain & Glaze
450391,INFCONT,MISC,Invoice and Ship
450391,INFCONT,MISC,Brux Porcelain
450391,INFCONT,MISC,Outsource Design full contour
450391,INFCONT,MISC,Die Trim
450391,INFCONT,MISC,Polish
450391,INFCONT,MISC,FIXED QC
450391,INFCONT,MISC,Stain & Glaze
450391,INFCONT,MISC,Porcelain Adjust/Add On
450391,INFCONT,MISC,Scan for crowns
450391,INFCONT,MISC,SCHEDULING
450391,INFCONT,MISC,Sinter
450159,DIGEZZCRN,C&B,Brux Porcelain
450159,DIGEZZCRN,C&B,CAD Mill crown/coping
450159,DIGEZZCRN,C&B,Fixed QC
450159,DIGEZZCRN,C&B,FIXED MODELS
450159,DIGEZZCRN,C&B,Invoice and Ship
450159,DIGEZZCRN,C&B,Outsource Design full contour
450159,DIGEZZCRN,C&B,Sinter
450159,DIGEZZCRN,C&B,SCHEDULING
450159,DIGEZZCRN,C&B,Stain & Glaze
450021,,,
449571,BIOSR,IMPLANTS,Die Trim
449571,BIOSR,IMPLANTS,Brux Porcelain
449571,BIOSR,IMPLANTS,FIXED MODELS
449571,BIOSR,IMPLANTS,C&B
449571,BIOSR,IMPLANTS,Impl Eval/Set TA
449571,BIOSR,IMPLANTS,CAD Mill crown/coping
449571,BIOSR,IMPLANTS,Outsource Design full contour
449571,BIOSR,IMPLANTS,Fixed QC
449571,BIOSR,IMPLANTS,Tissue Trim
449571,BIOSR,IMPLANTS,Invoice and Ship
449571,CRNBRUX,C&B,Brux Porcelain
449571,BIOSR,IMPLANTS,Scan Abutments
449571,CRNBRUX,C&B,FIXED MODELS
449571,BIOSR,IMPLANTS,Scan for crowns
449571,CRNBRUX,C&B,Invoice and Ship
449571,BIOSR,IMPLANTS,SCHEDULING
449571,CRNBRUX,C&B,Outsource Design full contour
449571,BIOSR,IMPLANTS,Sinter
449571,CRNBRUX,C&B,Scan Abutments
449571,BIOSR,IMPLANTS,Stain & Glaze
449571,CRNBRUX,C&B,Sinter
449571,CRNBRUX,C&B,C&B
449571,CRNBRUX,C&B,Stain & Glaze
449571,CRNBRUX,C&B,CAD Mill crown/coping
449571,GENANA,IMPLANTS,C&B
449571,CRNBRUX,C&B,Die Trim
449571,GENANA,IMPLANTS,CAD Mill crown/coping
449571,CRNBRUX,C&B,Fixed QC
449571,GENANA,IMPLANTS,Die Trim
449571,CRNBRUX,C&B,Impl Eval/Set TA
449571,GENANA,IMPLANTS,FIXED MODELS
449571,CRNBRUX,C&B,Scan for crowns
449571,GENANA,IMPLANTS,Fixed QC
449571,CRNBRUX,C&B,SCHEDULING
449571,GENANA,IMPLANTS,Invoice and Ship
449571,CRNBRUX,C&B,Tissue Trim
449571,GENANA,IMPLANTS,Outsource Design full contour
449571,GENANA,IMPLANTS,Brux Porcelain
449571,GENANA,IMPLANTS,Scan for crowns
449571,GENANA,IMPLANTS,Impl Eval/Set TA
449571,GENANA,IMPLANTS,SCHEDULING
449571,GENANA,IMPLANTS,Scan Abutments
449571,GENANA,IMPLANTS,Stain & Glaze
449571,GENANA,IMPLANTS,Sinter
449571,INFCONT,MISC,C&B
449571,GENANA,IMPLANTS,Tissue Trim
449571,INFCONT,MISC,FIXED MODELS
449571,INFCONT,MISC,Brux Porcelain
449571,INFCONT,MISC,Invoice and Ship
449571,INFCONT,MISC,CAD Mill crown/coping
449571,INFCONT,MISC,Outsource Design full contour
449571,INFCONT,MISC,Die Trim
449571,INFCONT,MISC,Scan Abutments
449571,INFCONT,MISC,Fixed QC
449571,INFCONT,MISC,Scan for crowns
449571,INFCONT,MISC,Impl Eval/Set TA
449571,INFCONT,MISC,Sinter
449571,INFCONT,MISC,SCHEDULING
449571,INFCONT,MISC,Stain & Glaze
449571,INFCONT,MISC,Tissue Trim
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,BUSOFF
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,CAD DESIGN
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,CHAIRSIDE SERVICES
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,CEMENT
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,FINISHING
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,Complex Repair
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,Removables
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,FIXED QC
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,SINTER
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,Removable QC
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,STAINGLZ
450524,DENAO4ZIRC,CHAIRSIDE SERVICES,SCHEDULING
450524,INFCONT,MISC,BUSOFF
450524,INFCONT,MISC,CAD DESIGN
450524,INFCONT,MISC,CHAIRSIDE SERVICES
450524,INFCONT,MISC,CEMENT
450524,INFCONT,MISC,FINISHING
450524,INFCONT,MISC,Complex Repair
450524,INFCONT,MISC,Removables
450524,INFCONT,MISC,FIXED QC
450524,INFCONT,MISC,SCHEDULING
450524,INFCONT,MISC,Removable QC
450524,INFCONT,MISC,SINTER
450524,REMADJ,Removables,BUSOFF
450524,INFCONT,MISC,STAINGLZ
450524,REMADJ,Removables,CEMENT
450524,REMADJ,Removables,CAD DESIGN
450524,REMADJ,Removables,CHAIRSIDE SERVICES
450524,REMADJ,Removables,SCHEDULING
450524,REMADJ,Removables,Complex Repair
450524,REMADJ,Removables,SINTER
450524,REMADJ,Removables,FINISHING
450524,REMADJ,Removables,FIXED QC
450524,REMADJ,Removables,Removable QC
450524,REMADJ,Removables,Removables
450524,REMADJ,Removables,STAINGLZ
450275,ART-EVQC-CLSCN,MISC,FIXED QC
450275,ART-EVQC-CLSCN,MISC,BUSOFF
450275,ART-EVQC-CLSCN,MISC,STAINGLZ
450275,ART-EVQC-CLSCN,MISC,C&B
450275,DIGBRUXCRN,C&B,CAD DESIGN
450275,ART-EVQC-CLSCN,MISC,CAD DESIGN
450275,DIGBRUXCRN,C&B,SINTER
450275,ART-EVQC-CLSCN,MISC,SCHEDULING
450275,ART-EVQC-CLSCN,MISC,SINTER
450275,DIGBRUXCRN,C&B,BUSOFF
450275,DIGBRUXCRN,C&B,C&B
450275,DIGBRUXCRN,C&B,FIXED QC
450275,DIGBRUXCRN,C&B,SCHEDULING
450275,DIGBRUXCRN,C&B,STAINGLZ
450294,DIGBRUXCRN,C&B,BUILD MODEL
450294,DIGBRUXCRN,C&B,CAD DESIGN
450294,DIGBRUXCRN,C&B,BUSOFF
450294,DIGBRUXCRN,C&B,FIXED MODELS
450294,DIGBRUXCRN,C&B,C&B
450294,DIGBRUXCRN,C&B,Fixed QC
450294,DIGBRUXCRN,C&B,PRINT STUDY MODELS
450294,DIGBRUXCRN,C&B,SCHEDULING
450294,DIGBRUXCRN,C&B,SINTER
450294,DIGBRUXCRN,C&B,STAINGLZ
450294,DIGMODCADFIX,C&B,BUILD MODEL
450294,DIGMODCADFIX,C&B,BUSOFF
450294,DIGMODCADFIX,C&B,CAD DESIGN
450294,DIGMODCADFIX,C&B,C&B
450294,DIGMODCADFIX,C&B,Fixed QC
450294,DIGMODCADFIX,C&B,FIXED MODELS
450294,DIGMODCADFIX,C&B,SINTER
450294,DIGMODCADFIX,C&B,PRINT STUDY MODELS
450294,DIGMODCADFIX,C&B,STAINGLZ
450294,DIGMODCADFIX,C&B,SCHEDULING
450026,DIGBRUXCRN,C&B,BUSOFF
450026,DIGBRUXCRN,C&B,CAD DESIGN
450026,DIGBRUXCRN,C&B,C&B
450026,DIGBRUXCRN,C&B,FIXED QC
450026,DIGBRUXCRN,C&B,SCHEDULING
450026,DIGBRUXCRN,C&B,SINTER
450026,DIGBRUXCRN,C&B,STAINGLZ
448853,DELIVERY,DELIVERY,BUSOFF
448853,DELIVERY,DELIVERY,CAD DESIGN
448853,DELIVERY,DELIVERY,CEMENT
448853,DELIVERY,DELIVERY,CHAIRSIDE SERVICES
448853,DELIVERY,DELIVERY,FINISHING
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,CAD DESIGN
448853,DELIVERY,DELIVERY,FIXED QC
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,CEMENT
448853,DELIVERY,DELIVERY,SCHEDULING
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,CHAIRSIDE SERVICES
448853,DELIVERY,DELIVERY,SINTER
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,FINISHING
448853,DELIVERY,DELIVERY,STAINGLZ
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,FIXED QC
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,BUSOFF
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,SINTER
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,SCHEDULING
448853,PHOTOZRBASE,CHAIRSIDE SERVICES,STAINGLZ
450436,,,
450222,CRNBRUX,C&B,C&B
450222,CRNBRUX,C&B,Brux Porcelain
450222,CRNBRUX,C&B,CAD Mill crown/coping
450222,CRNBRUX,C&B,FIXED MODELS
