Cases_CaseNumber,Products_ProductID,Products_Department,CaseTasks_Department
450049,MEGTIABUT,IMPLANTS,SCHEDULING
450049,IMPSCRDES,IMPLANTS,SCHEDULING
450049,MEGTIABUT,IMPLANTS,SINTER
450049,MEGTIABUT,IMPLANTS,CEMENT
450049,MEGTIABUT,IMPLANTS,STAINGLZ
450290,ART-EVQC-CLSCN,MISC,BUSOFF
450290,ART-EVQC-CLSCN,MISC,CAD DESIGN
450290,ART-EVQC-CLSCN,MISC,C&B
450290,ART-EVQC-CLSCN,MISC,FIXED QC
450290,ART-EVQC-CLSCN,MISC,SCHEDULING
450290,ART-EVQC-CLSCN,MISC,SINTER
450290,DIGBRUXCRN,C&B,CAD DESIGN
450290,ART-EVQC-CLSCN,MISC,STAINGLZ
450290,DIGBRUXCRN,C&B,FIXED QC
450290,DIGBRUXCRN,C&B,BUSOFF
450290,DIGBRUXCRN,C&B,SCHEDULING
450290,DIGBRUXCRN,C&B,C&B
450290,DIGBRUXCRN,C&B,SINTER
450290,DIGBRUXCRN,C&B,STAINGLZ
450216,CRNBRUX,C&B,Brux Porcelain
450216,CRNBRUX,C&B,C&B
450216,CRNBRUX,C&B,FIXED QC
450216,CRNBRUX,C&B,CAD Mill crown/coping
450216,CRNBRUX,C&B,Invoice and Ship
450216,CRNBRUX,C&B,Die Trim
450216,CRNBRUX,C&B,Scan for crowns
450216,CRNBRUX,C&B,FIXED MODELS
450216,CRNBRUX,C&B,SCHEDULING
450216,CRNBRUX,C&B,Outsource Design full contour
450216,CRNBRUX,C&B,Sinter
450216,INFCONT,MISC,C&B
450216,CRNBRUX,C&B,Stain & Glaze
450216,INFCONT,MISC,CAD Mill crown/coping
450216,INFCONT,MISC,Brux Porcelain
450216,INFCONT,MISC,FIXED QC
450216,INFCONT,MISC,Die Trim
450216,INFCONT,MISC,Invoice and Ship
450216,INFCONT,MISC,FIXED MODELS
450216,INFCONT,MISC,Scan for crowns
450216,INFCONT,MISC,Outsource Design full contour
450216,INFCONT,MISC,SCHEDULING
450216,INFCONT,MISC,Sinter
450216,INFCONT,MISC,Stain & Glaze
449892,DENFULL,Removables,Removables
449892,DENFULL,Removables,BUSOFF
449892,DENFULL,Removables,REMQC
449892,DENTHREM5+,Removables,Removables
449892,DENFULL,Removables,SCHEDULING
449892,INFCONT,MISC,BUSOFF
449892,DENTHREM5+,Removables,BUSOFF
449892,INFCONT,MISC,Removables
449892,DENTHREM5+,Removables,REMQC
449892,MODSTOREM,Removables,BUSOFF
449892,DENTHREM5+,Removables,SCHEDULING
449892,MODSTOREM,Removables,SCHEDULING
449892,INFCONT,MISC,REMQC
449892,INFCONT,MISC,SCHEDULING
449892,MODSTOREM,Removables,Removables
449892,MODSTOREM,Removables,REMQC
450138,DIGBRUXCRN,C&B,BUSOFF
450138,DIGBRUXCRN,C&B,CAD DESIGN
450138,DIGBRUXCRN,C&B,C&B
450138,DIGBRUXCRN,C&B,FIXED QC
450138,DIGBRUXCRN,C&B,SCHEDULING
450138,DIGBRUXCRN,C&B,SINTER
450138,DIGBRUXCRN,C&B,STAINGLZ
450299,ART-EVQC-CLDD,MISC,BUSOFF
450299,ART-EVQC-CLDD,MISC,CAD DESIGN
450299,ART-EVQC-CLDD,MISC,C&B
450299,ART-EVQC-CLDD,MISC,SINTER
450299,ART-EVQC-CLDD,MISC,FIXED QC
450299,ART-EVQC-CLDD,MISC,STAINGLZ
450299,ART-EVQC-CLDD,MISC,SCHEDULING
450299,DIGBRUXCRN,C&B,BUSOFF
450299,DIGBRUXCRN,C&B,CAD DESIGN
450299,DIGBRUXCRN,C&B,C&B
450299,DIGBRUXCRN,C&B,SCHEDULING
450299,DIGBRUXCRN,C&B,FIXED QC
450299,DIGBRUXCRN,C&B,SINTER
450299,DIGBRUXCRN,C&B,STAINGLZ
450320,IMPEVAL,IMPLANTS,BUSOFF
450320,IMPEVAL,IMPLANTS,IMPLANTS
450320,IMPEVAL,IMPLANTS,SCHEDULING
447708,DENDRCALLR,Removables,BUSOFF
447708,DENDRCALLR,Removables,Removables
447708,DENDRCALLR,Removables,REMQC
447708,DENEVALREM,Removables,Removables
447708,DENDRCALLR,Removables,SCHEDULING
447708,DENEVALREM,Removables,REMQC
447708,DENEVALREM,Removables,BUSOFF
447708,DENEVALREM,Removables,SCHEDULING
450484,DENFULPSET,Removables,BUSOFF
450484,DENFULPSET,Removables,REMQC
450484,DENFULPSET,Removables,Removables
450484,DENFULPSET,Removables,SCHEDULING
450484,INFCONT,MISC,BUSOFF
450484,INFCONT,MISC,Removables
450484,INFCONT,MISC,REMQC
450484,INFCONT,MISC,SCHEDULING
450236,CRNZIRCBR,C&B,BUSOFF
450236,CRNZIRCBR,C&B,BUILD MODEL
450236,CRNZIRCBR,C&B,C&B
450236,CRNZIRCBR,C&B,CAD DESIGN
450236,CRNZIRCBR,C&B,FINISHING
450236,CRNZIRCBR,C&B,Fixed QC
450236,CRNZIRCBR,C&B,FIXED MODELS
450236,CRNZIRCBR,C&B,SINTER
450236,CRNZIRCBR,C&B,PRINT STUDY MODELS
450236,CRNZIRCBR,C&B,STAINGLZ
450236,CRNZIRCBR,C&B,SCHEDULING
450236,DIGLAYCRN,C&B,BUILD MODEL
450236,DIGLAYCRN,C&B,BUSOFF
450236,DIGLAYCRN,C&B,CAD DESIGN
450236,DIGLAYCRN,C&B,C&B
450236,DIGLAYCRN,C&B,FINISHING
450236,DIGLAYCRN,C&B,FIXED MODELS
450236,DIGLAYCRN,C&B,Fixed QC
450236,DIGLAYCRN,C&B,PRINT STUDY MODELS
450236,DIGLAYCRN,C&B,SINTER
450236,DIGLAYCRN,C&B,SCHEDULING
450236,DIGLAYCRN,C&B,STAINGLZ
450236,DIGMODCADFIX,C&B,BUILD MODEL
450236,DIGMODCADFIX,C&B,BUSOFF
450236,DIGMODCADFIX,C&B,CAD DESIGN
450236,DIGMODCADFIX,C&B,C&B
450236,DIGMODCADFIX,C&B,FIXED MODELS
450236,DIGMODCADFIX,C&B,FINISHING
450236,DIGMODCADFIX,C&B,PRINT STUDY MODELS
450236,DIGMODCADFIX,C&B,Fixed QC
450236,DIGMODCADFIX,C&B,SCHEDULING
450236,DIGMODCADFIX,C&B,SINTER
450236,DIGMODCADFIX,C&B,STAINGLZ
449265,,,
449766,DENDRCALLR,Removables,BUSOFF
449766,DENDRCALLR,Removables,REMQC
449766,DENDRCALLR,Removables,PARTIAL
449766,DENDRCALLR,Removables,SCHEDULING
449766,DENDRCALLR,Removables,Removables
449766,INFCONT,MISC,Removables
449766,INFCONT,MISC,BUSOFF
449766,INFCONT,MISC,REMQC
449766,INFCONT,MISC,PARTIAL
449766,PARCASTFIN,PARTIAL,BUSOFF
449766,INFCONT,MISC,SCHEDULING
449766,PARCASTFIN,PARTIAL,Removables
449766,PARCASTFIN,PARTIAL,PARTIAL
449766,PARCASTFIN,PARTIAL,REMQC
449766,PARCASTFIN,PARTIAL,SCHEDULING
450094,PARCASTSET,PARTIAL,BUSOFF
450094,PARCASTSET,PARTIAL,OUTSRCBUS
450094,PARCASTSET,PARTIAL,PARTIAL
450094,PARCASTSET,PARTIAL,REMQC
450094,PARCASTSET,PARTIAL,SCHEDULING
450158,CRNZIRCBR,C&B,BUILD MODEL
450158,CRNZIRCBR,C&B,Brux Porcelain
450158,CRNZIRCBR,C&B,FIXED MODELS
450158,CRNZIRCBR,C&B,CAD Mill crown/coping
450158,CRNZIRCBR,C&B,Outsource Design full contour
450158,CRNZIRCBR,C&B,DIGITAL SCAN REVIEW
450158,CRNZIRCBR,C&B,PRINT STUDY MODELS
450158,CRNZIRCBR,C&B,FINISHING
450158,DIGEZZCRN,C&B,CAD Mill crown/coping
450158,CRNZIRCBR,C&B,Fixed QC
450158,DIGEZZCRN,C&B,FINISHING
450158,CRNZIRCBR,C&B,Invoice and Ship
450158,DIGEZZCRN,C&B,FIXED MODELS
450158,CRNZIRCBR,C&B,SCHEDULING
450158,DIGEZZCRN,C&B,Invoice and Ship
450158,CRNZIRCBR,C&B,Sinter
450158,DIGEZZCRN,C&B,Outsource Design full contour
450158,CRNZIRCBR,C&B,Stain & Glaze
450158,DIGEZZCRN,C&B,PRINT STUDY MODELS
450158,DIGEZZCRN,C&B,Brux Porcelain
450158,DIGEZZCRN,C&B,SCHEDULING
450158,DIGEZZCRN,C&B,BUILD MODEL
450158,DIGEZZCRN,C&B,Stain & Glaze
450158,DIGEZZCRN,C&B,DIGITAL SCAN REVIEW
450158,DIGMODCADFIX,C&B,Brux Porcelain
450158,DIGEZZCRN,C&B,Fixed QC
450158,DIGMODCADFIX,C&B,BUILD MODEL
450158,DIGEZZCRN,C&B,Sinter
450158,DIGMODCADFIX,C&B,FIXED MODELS
450158,DIGMODCADFIX,C&B,CAD Mill crown/coping
450158,DIGMODCADFIX,C&B,Sinter
450158,DIGMODCADFIX,C&B,DIGITAL SCAN REVIEW
450158,DIGMODCADFIX,C&B,FINISHING
450158,DIGMODCADFIX,C&B,Fixed QC
450158,DIGMODCADFIX,C&B,Invoice and Ship
450158,DIGMODCADFIX,C&B,Outsource Design full contour
450158,DIGMODCADFIX,C&B,PRINT STUDY MODELS
450158,DIGMODCADFIX,C&B,SCHEDULING
450158,DIGMODCADFIX,C&B,Stain & Glaze
449523,CRNSTLEXPT,C&B,PRINTING
449523,CRNSTLEXPT,C&B,BUSOFF
449523,DIGDWXDWU,C&B,BUSOFF
449523,CRNSTLEXPT,C&B,C&B
449523,DIGDWXDWU,C&B,C&B
449523,CRNSTLEXPT,C&B,CAD DESIGN
449523,DIGDWXDWU,C&B,CAD SCANNING
449523,CRNSTLEXPT,C&B,CAD SCANNING
449523,DIGDWXDWU,C&B,FIXED QC
449523,CRNSTLEXPT,C&B,FIXED QC
449523,DIGDWXDWU,C&B,SCHEDULING
449523,CRNSTLEXPT,C&B,SCHEDULING
449523,MODC1,C&B,CAD DESIGN
449523,DIGDWXDWU,C&B,CAD DESIGN
449523,MODC1,C&B,FIXED QC
449523,DIGDWXDWU,C&B,PRINTING
449523,MODC1,C&B,SCHEDULING
449523,MODC1,C&B,BUSOFF
449523,MODC1,C&B,C&B
449523,MODC1,C&B,CAD SCANNING
449523,MODC1,C&B,PRINTING
448641,,,
450407,DIGBRUXCRN,C&B,BUSOFF
450407,DIGBRUXCRN,C&B,CAD DESIGN
450407,DIGBRUXCRN,C&B,C&B
450407,DIGBRUXCRN,C&B,FIXED QC
450407,DIGBRUXCRN,C&B,SCHEDULING
450407,DIGBRUXCRN,C&B,SINTER
450407,DIGBRUXCRN,C&B,STAINGLZ
450192,DELIVERY,DELIVERY,CAD DESIGN
450192,DELIVERY,DELIVERY,BUILD MODEL
450192,DELIVERY,DELIVERY,FIXED MODELS
450192,DELIVERY,DELIVERY,BUSOFF
450192,DELIVERY,DELIVERY,Fixed QC
450192,DELIVERY,DELIVERY,C&B
450192,DELIVERY,DELIVERY,SCHEDULING
450192,DELIVERY,DELIVERY,PRINT STUDY MODELS
450192,DELIVERY,DELIVERY,SINTER
450192,DIGBRUXCRN,C&B,CAD DESIGN
450192,DELIVERY,DELIVERY,STAINGLZ
450192,DIGBRUXCRN,C&B,FIXED MODELS
450192,DIGBRUXCRN,C&B,BUILD MODEL
450192,DIGBRUXCRN,C&B,Fixed QC
450192,DIGBRUXCRN,C&B,BUSOFF
450192,DIGBRUXCRN,C&B,SCHEDULING
450192,DIGBRUXCRN,C&B,C&B
450192,DIGBRUXCRN,C&B,SINTER
450192,DIGBRUXCRN,C&B,PRINT STUDY MODELS
450192,DIGBRUXCRN,C&B,STAINGLZ
450176,CRNBRUX,C&B,CAD Mill crown/coping
450176,CRNBRUX,C&B,Brux Porcelain
450176,CRNBRUX,C&B,FINISHING
450176,CRNBRUX,C&B,C&B
450176,CRNBRUX,C&B,FIXED MODELS
450176,CRNBRUX,C&B,Die Trim
450176,CRNBRUX,C&B,FIXED QC
450176,CRNBRUX,C&B,Outsource Design full contour
450176,CRNBRUX,C&B,Invoice and Ship
450176,CRNBRUX,C&B,Sinter
450176,CRNBRUX,C&B,Scan for crowns
450176,CRNZIRCBR,C&B,Brux Porcelain
450176,CRNBRUX,C&B,SCHEDULING
450176,CRNZIRCBR,C&B,C&B
450176,CRNBRUX,C&B,Stain & Glaze
450176,CRNZIRCBR,C&B,CAD Mill crown/coping
450176,CRNZIRCBR,C&B,Die Trim
450176,CRNZIRCBR,C&B,FINISHING
450176,CRNZIRCBR,C&B,FIXED MODELS
450176,CRNZIRCBR,C&B,FIXED QC
450176,CRNZIRCBR,C&B,Invoice and Ship
450176,CRNZIRCBR,C&B,Scan for crowns
450176,CRNZIRCBR,C&B,Outsource Design full contour
450176,CRNZIRCBR,C&B,SCHEDULING
450176,CRNZIRCBR,C&B,Stain & Glaze
450176,CRNZIRCBR,C&B,Sinter
450176,INFCONT,MISC,Brux Porcelain
450176,INFCONT,MISC,C&B
450176,INFCONT,MISC,FINISHING
450176,INFCONT,MISC,CAD Mill crown/coping
450176,INFCONT,MISC,FIXED QC
450176,INFCONT,MISC,Die Trim
450176,INFCONT,MISC,Invoice and Ship
450176,INFCONT,MISC,FIXED MODELS
450176,INFCONT,MISC,Scan for crowns
450176,INFCONT,MISC,Outsource Design full contour
450176,INFCONT,MISC,Sinter
450176,INFCONT,MISC,SCHEDULING
450176,INFCONT,MISC,Stain & Glaze
450213,CRNBRUX,C&B,Brux Porcelain
450213,CRNBRUX,C&B,C&B
450213,CRNBRUX,C&B,CAD Mill crown/coping
450213,CRNBRUX,C&B,FIXED MODELS
450213,CRNBRUX,C&B,Die Trim
450213,CRNBRUX,C&B,Outsource Design full contour
450213,CRNBRUX,C&B,FIXED QC
450213,CRNBRUX,C&B,Sinter
450213,CRNBRUX,C&B,Invoice and Ship
450213,CRNBRUX,C&B,Scan for crowns
450213,CRNBRUX,C&B,SCHEDULING
450213,CRNBRUX,C&B,Stain & Glaze
450496,DIGBRUXCRN,C&B,BUSOFF
450496,DIGBRUXCRN,C&B,SINTER
450496,DIGBRUXCRN,C&B,C&B
450496,DIGBRUXCRN,C&B,CAD DESIGN
450496,DIGBRUXCRN,C&B,FIXED QC
450496,DIGBRUXCRN,C&B,SCHEDULING
450496,DIGBRUXCRN,C&B,STAINGLZ
450368,CRNBRUX,C&B,C&B
450368,CRNBRUX,C&B,Brux Porcelain
450368,CRNBRUX,C&B,CAD Mill crown/coping
450368,CRNBRUX,C&B,Sinter
450368,CRNBRUX,C&B,Die Trim
450368,INFCONT,MISC,C&B
450368,CRNBRUX,C&B,FIXED MODELS
450368,INFCONT,MISC,CAD Mill crown/coping
450368,CRNBRUX,C&B,FIXED QC
450368,INFCONT,MISC,Die Trim
450368,CRNBRUX,C&B,Invoice and Ship
450368,INFCONT,MISC,FIXED MODELS
450368,CRNBRUX,C&B,Outsource Design full contour
450368,INFCONT,MISC,Outsource Design full contour
450368,CRNBRUX,C&B,Scan for crowns
450368,INFCONT,MISC,Stain & Glaze
450368,CRNBRUX,C&B,SCHEDULING
450368,CRNBRUX,C&B,Stain & Glaze
450368,INFCONT,MISC,Brux Porcelain
450368,INFCONT,MISC,FIXED QC
450368,INFCONT,MISC,Invoice and Ship
450368,INFCONT,MISC,Scan for crowns
450368,INFCONT,MISC,SCHEDULING
450368,INFCONT,MISC,Sinter
450273,DIGFCCRN,C&B,CAD DESIGN
450273,DIGFCCRN,C&B,BUSOFF
450273,DIGFCCRN,C&B,DIETRIM
450273,DIGFCCRN,C&B,C&B
450273,DIGFCCRN,C&B,FINISHING
450273,DIGFCCRN,C&B,CAD SCANNING
450273,DIGFCCRN,C&B,FIXED QC
450273,NP,Alloy,CAD DESIGN
450273,DIGFCCRN,C&B,OUTSRCBUS
450273,NP,Alloy,DIETRIM
450273,DIGFCCRN,C&B,SCHEDULING
450273,NP,Alloy,OUTSRCBUS
450273,NP,Alloy,BUSOFF
450273,NP,Alloy,C&B
450273,NP,Alloy,CAD SCANNING
450273,NP,Alloy,FINISHING
450273,NP,Alloy,FIXED QC
450273,NP,Alloy,SCHEDULING
449788,CRNEZZ,C&B,Die Trim
449788,CRNEZZ,C&B,Brux Porcelain
449788,CRNEZZ,C&B,FIXED MODELS
449788,CRNEZZ,C&B,C&B
449788,CRNEZZ,C&B,Outsource Design full contour
449788,CRNEZZ,C&B,CAD Mill crown/coping
449788,INFCONT,MISC,C&B
449788,CRNEZZ,C&B,Fixed QC
449788,INFCONT,MISC,CAD Mill crown/coping
449788,CRNEZZ,C&B,Invoice and Ship
449788,INFCONT,MISC,FIXED MODELS
449788,CRNEZZ,C&B,Scan for crowns
449788,INFCONT,MISC,Invoice and Ship
449788,CRNEZZ,C&B,SCHEDULING
449788,INFCONT,MISC,Outsource Design full contour
449788,CRNEZZ,C&B,Sinter
449788,INFCONT,MISC,SCHEDULING
449788,CRNEZZ,C&B,Stain & Glaze
449788,INFCONT,MISC,Stain & Glaze
449788,INFCONT,MISC,Brux Porcelain
449788,INFCONT,MISC,Die Trim
449788,INFCONT,MISC,Fixed QC
449788,INFCONT,MISC,Scan for crowns
449788,INFCONT,MISC,Sinter
449989,,,
449211,CRNEVALCB,C&B,CAD DESIGN
449211,CRNEVALCB,C&B,BUSOFF
449211,CRNEVALCB,C&B,FIXED QC
449211,CRNEVALCB,C&B,C&B
449211,CRNEVALCB,C&B,SINTER
449211,CRNEVALCB,C&B,DIETRIM
449211,CRNEVALCB,C&B,STAINGLZ
449211,CRNEVALCB,C&B,IMPLANTS
449211,DIGANALOG,IMPLANT PT,CAD DESIGN
449211,CRNEVALCB,C&B,SCHEDULING
449211,DIGANALOG,IMPLANT PT,IMPLANTS
449211,DIGANALOG,IMPLANT PT,BUSOFF
449211,DIGBRUXCRN,C&B,CAD DESIGN
449211,DIGANALOG,IMPLANT PT,C&B
449211,DIGBRUXCRN,C&B,DIETRIM
449211,DIGANALOG,IMPLANT PT,DIETRIM
449211,DIGBRUXCRN,C&B,SCHEDULING
449211,DIGANALOG,IMPLANT PT,FIXED QC
449211,DIGBRUXCRN,C&B,SINTER
449211,DIGANALOG,IMPLANT PT,SCHEDULING
449211,DIGBRUXCRN,C&B,STAINGLZ
449211,DIGANALOG,IMPLANT PT,SINTER
449211,NEOTIABUT,IMPLANTS,CAD DESIGN
449211,DIGANALOG,IMPLANT PT,STAINGLZ
449211,NEOTIABUT,IMPLANTS,IMPLANTS
449211,DIGBRUXCRN,C&B,BUSOFF
449211,NEOTIABUT,IMPLANTS,SINTER
449211,DIGBRUXCRN,C&B,C&B
449211,DIGBRUXCRN,C&B,FIXED QC
449211,DIGBRUXCRN,C&B,IMPLANTS
449211,NEOTIABUT,IMPLANTS,BUSOFF
449211,NEOTIABUT,IMPLANTS,C&B
449211,NEOTIABUT,IMPLANTS,DIETRIM
449211,NEOTIABUT,IMPLANTS,FIXED QC
449211,NEOTIABUT,IMPLANTS,SCHEDULING
449211,NEOTIABUT,IMPLANTS,STAINGLZ
450235,CRNEZZ,C&B,Brux Porcelain
450235,CRNEZZ,C&B,FIXED MODELS
450235,CRNEZZ,C&B,C&B
450235,CRNEZZ,C&B,Invoice and Ship
450235,CRNEZZ,C&B,CAD Mill crown/coping
450235,CRNEZZ,C&B,Outsource Design full contour
450235,CRNEZZ,C&B,Die Trim
450235,CRNEZZ,C&B,Stain & Glaze
450235,CRNEZZ,C&B,FINISHING
450235,CRNZIRCBR,C&B,C&B
450235,CRNEZZ,C&B,Fixed QC
450235,CRNZIRCBR,C&B,Die Trim
450235,CRNEZZ,C&B,Scan for crowns
450235,CRNZIRCBR,C&B,Outsource Design full contour
450235,CRNEZZ,C&B,SCHEDULING
450235,CRNEZZ,C&B,Sinter
450235,CRNZIRCBR,C&B,Brux Porcelain
450235,CRNZIRCBR,C&B,CAD Mill crown/coping
450235,CRNZIRCBR,C&B,FINISHING
450235,CRNZIRCBR,C&B,FIXED MODELS
450235,CRNZIRCBR,C&B,Fixed QC
450235,CRNZIRCBR,C&B,Invoice and Ship
450235,CRNZIRCBR,C&B,Scan for crowns
450235,CRNZIRCBR,C&B,SCHEDULING
450235,CRNZIRCBR,C&B,Sinter
450235,CRNZIRCBR,C&B,Stain & Glaze
448741,DIGDRCLCRN,C&B,CTS
448741,DIGDRCLCRN,C&B,BUSOFF
448741,DIGDRCLCRN,C&B,SCHEDULING
448741,DIGDRCLCRN,C&B,C&B
450276,ART-EVQC-CLDD,MISC,BUSOFF
450276,ART-EVQC-CLDD,MISC,BUILD MODEL
450276,ART-EVQC-CLDD,MISC,C&B
450276,ART-EVQC-CLDD,MISC,FIXED MODELS
450276,ART-EVQC-CLDD,MISC,CAD DESIGN
450276,ART-EVQC-CLDD,MISC,PRINT STUDY MODELS
450276,ART-EVQC-CLDD,MISC,FIXED QC
450276,DIGBRUXCRN,C&B,BUILD MODEL
450276,ART-EVQC-CLDD,MISC,SCHEDULING
450276,DIGBRUXCRN,C&B,BUSOFF
450276,ART-EVQC-CLDD,MISC,SINTER
450276,DIGBRUXCRN,C&B,C&B
450276,ART-EVQC-CLDD,MISC,STAINGLZ
450276,DIGBRUXCRN,C&B,FIXED QC
450276,DIGBRUXCRN,C&B,CAD DESIGN
450276,DIGBRUXCRN,C&B,SCHEDULING
450276,DIGBRUXCRN,C&B,FIXED MODELS
450276,DIGBRUXCRN,C&B,STAINGLZ
450276,DIGBRUXCRN,C&B,PRINT STUDY MODELS
450276,DIGMODCADFIX,C&B,BUILD MODEL
450276,DIGBRUXCRN,C&B,SINTER
450276,DIGMODCADFIX,C&B,CAD DESIGN
450276,DIGMODCADFIX,C&B,BUSOFF
450276,DIGMODCADFIX,C&B,FIXED QC
450276,DIGMODCADFIX,C&B,C&B
450276,DIGMODCADFIX,C&B,SINTER
450276,DIGMODCADFIX,C&B,FIXED MODELS
450276,DIGMODCADFIX,C&B,STAINGLZ
450276,DIGMODCADFIX,C&B,PRINT STUDY MODELS
450276,DIGMODCADFIX,C&B,SCHEDULING
450494,DENDRCALLR,Removables,BUSOFF
450494,DENDRCALLR,Removables,REMQC
450494,DENDRCALLR,Removables,Removables
450494,DENDRCALLR,Removables,SCHEDULING
450494,DENEVALREM,Removables,BUSOFF
450494,DENEVALREM,Removables,REMQC
450494,DENEVALREM,Removables,Removables
450494,DENEVALREM,Removables,SCHEDULING
450030,CRNZIRCBR,C&B,CAD DESIGN
450030,CRNZIRCBR,C&B,BUSOFF
450030,CRNZIRCBR,C&B,FINISHING
450030,CRNZIRCBR,C&B,C&B
450030,CRNZIRCBR,C&B,FIXED QC
450030,DIGBRUXCRN,C&B,CAD DESIGN
450030,CRNZIRCBR,C&B,SCHEDULING
450030,DIGBRUXCRN,C&B,FINISHING
450030,CRNZIRCBR,C&B,SINTER
450030,DIGBRUXCRN,C&B,FIXED QC
450030,CRNZIRCBR,C&B,STAINGLZ
450030,DIGBRUXCRN,C&B,SINTER
450030,DIGBRUXCRN,C&B,BUSOFF
450030,DIGBRUXCRN,C&B,STAINGLZ
450030,DIGBRUXCRN,C&B,C&B
450030,DIGBRUXCRN,C&B,SCHEDULING
450509,CRNBRUX,C&B,C&B
450509,CRNBRUX,C&B,Brux Porcelain
450509,CRNBRUX,C&B,FIXED MODELS
450509,CRNBRUX,C&B,CAD Mill crown/coping
450509,CRNBRUX,C&B,FIXED QC
450509,CRNBRUX,C&B,Die Trim
450509,CRNBRUX,C&B,Outsource Design full contour
450509,CRNBRUX,C&B,Invoice and Ship
450509,CRNBRUX,C&B,Sinter
450509,CRNBRUX,C&B,Scan for crowns
450509,CRNBRUX,C&B,SCHEDULING
450509,CRNBRUX,C&B,Stain & Glaze
450165,CRNBRUX,C&B,C&B
450165,CRNBRUX,C&B,Brux Porcelain
450165,CRNBRUX,C&B,FIXED MODELS
450165,CRNBRUX,C&B,CAD Mill crown/coping
450165,CRNBRUX,C&B,FIXED QC
450165,CRNBRUX,C&B,Die Trim
450165,CRNBRUX,C&B,Outsource Design full contour
450165,CRNBRUX,C&B,Invoice and Ship
450165,CRNBRUX,C&B,Sinter
450165,CRNBRUX,C&B,Scan for crowns
450165,INFCONT,MISC,Brux Porcelain
450165,CRNBRUX,C&B,SCHEDULING
450165,INFCONT,MISC,CAD Mill crown/coping
450165,CRNBRUX,C&B,Stain & Glaze
450165,INFCONT,MISC,Die Trim
450165,INFCONT,MISC,C&B
450165,INFCONT,MISC,FIXED QC
450165,INFCONT,MISC,FIXED MODELS
450165,INFCONT,MISC,Outsource Design full contour
450165,INFCONT,MISC,Invoice and Ship
450165,INFCONT,MISC,Scan for crowns
450165,INFCONT,MISC,SCHEDULING
450165,INFCONT,MISC,Sinter
450165,INFCONT,MISC,Stain & Glaze
450056,,,
449863,CRNDRCALLF,C&B,BUSOFF
449863,CRNDRCALLF,C&B,Brux Porcelain
449863,CRNDRCALLF,C&B,C&B
449863,CRNDRCALLF,C&B,CTS
449863,CRNDRCALLF,C&B,CAD Mill crown/coping
449863,CRNDRCALLF,C&B,DIETRIM
449863,CRNDRCALLF,C&B,FINISHING
449863,CRNDRCALLF,C&B,Outsource Design full contour
449863,CRNDRCALLF,C&B,Fixed QC
449863,CRNDRCALLF,C&B,SCHEDULING
449863,CRNDRCALLF,C&B,Scan for crowns
449863,CRNDRCALLF,C&B,Stain & Glaze
449863,CRNDRCALLF,C&B,Sinter
449863,CRNEZZ,C&B,CAD Mill crown/coping
449863,CRNEZZ,C&B,Brux Porcelain
449863,CRNEZZ,C&B,DIETRIM
449863,CRNEZZ,C&B,BUSOFF
449863,CRNEZZ,C&B,FINISHING
449863,CRNEZZ,C&B,C&B
449863,CRNEZZ,C&B,Outsource Design full contour
449863,CRNEZZ,C&B,CTS
449863,CRNEZZ,C&B,Scan for crowns
449863,CRNEZZ,C&B,Fixed QC
449863,CRNEZZ,C&B,SCHEDULING
449863,CRNEZZ,C&B,Sinter
449863,CRNEZZ,C&B,Stain & Glaze
449863,CRNZIRCBR,C&B,Brux Porcelain
449863,CRNZIRCBR,C&B,CTS
449863,CRNZIRCBR,C&B,BUSOFF
449863,CRNZIRCBR,C&B,Outsource Design full contour
449863,CRNZIRCBR,C&B,C&B
449863,CRNZIRCBR,C&B,Stain & Glaze
449863,CRNZIRCBR,C&B,CAD Mill crown/coping
449863,CRNZIRCBR,C&B,DIETRIM
449863,CRNZIRCBR,C&B,FINISHING
449863,CRNZIRCBR,C&B,Fixed QC
449863,CRNZIRCBR,C&B,Scan for crowns
449863,CRNZIRCBR,C&B,SCHEDULING
449863,CRNZIRCBR,C&B,Sinter
447006,ART-EVQC-CLDR,MISC,
450460,DIGBRUXCRN,C&B,BUILD MODEL
450460,DIGBRUXCRN,C&B,BUSOFF
450460,DIGBRUXCRN,C&B,CAD DESIGN
450460,DIGBRUXCRN,C&B,C&B
450460,DIGBRUXCRN,C&B,Fixed QC
450460,DIGBRUXCRN,C&B,FIXED MODELS
450460,DIGBRUXCRN,C&B,SCHEDULING
450460,DIGBRUXCRN,C&B,PRINT STUDY MODELS
450460,DIGBRUXCRN,C&B,SINTER
450460,DIGMODCADFIX,C&B,BUSOFF
450460,DIGBRUXCRN,C&B,STAINGLZ
450460,DIGMODCADFIX,C&B,C&B
450460,DIGMODCADFIX,C&B,BUILD MODEL
450460,DIGMODCADFIX,C&B,CAD DESIGN
450460,DIGMODCADFIX,C&B,FIXED MODELS
450460,DIGMODCADFIX,C&B,Fixed QC
450460,DIGMODCADFIX,C&B,PRINT STUDY MODELS
450460,DIGMODCADFIX,C&B,SCHEDULING
450460,DIGMODCADFIX,C&B,SINTER
450460,DIGMODCADFIX,C&B,STAINGLZ
450397,CRNBRUX,C&B,Die Trim
450397,CRNBRUX,C&B,Brux Porcelain
450397,CRNBRUX,C&B,FIXED MODELS
450397,CRNBRUX,C&B,C&B
450397,CRNBRUX,C&B,Outsource Design full contour
